"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","decision_type_ID","decision_type","count_decisions"
23161,2010,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
23163,2010,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
23181,2010,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
23183,2010,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23201,2010,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",11
23203,2010,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23223,2010,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
23224,2010,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
23231,2010,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
23243,2010,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23261,2010,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",41
23263,2010,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",20
23283,2010,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
23301,2010,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
23303,2010,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
23341,2010,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",16
23343,2010,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
23363,2010,2,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",13
23381,2010,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
23383,2010,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
23403,2010,2,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
23421,2010,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
23423,2010,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23441,2010,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
23481,2010,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
23483,2010,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
23501,2010,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
23503,2010,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",7
23521,2010,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",9
23523,2010,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
23541,2010,2,"Agriculture and Rural Development","AGRI",26,"Bulgaria","BG",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
23543,2010,2,"Agriculture and Rural Development","AGRI",26,"Bulgaria","BG",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
23561,2010,2,"Agriculture and Rural Development","AGRI",27,"Romania","RO",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
23563,2010,2,"Agriculture and Rural Development","AGRI",27,"Romania","RO",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
23603,2010,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
23621,2010,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
23623,2010,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23641,2010,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
23643,2010,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23701,2010,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
23721,2010,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",6
23741,2010,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
23763,2010,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23801,2010,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",12
23803,2010,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
23841,2010,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
23843,2010,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23844,2010,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
23847,2010,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
23901,2010,3,"Maritime Affairs and Fisheries","MARE",17,"Czech Republic","CZ",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
23903,2010,3,"Maritime Affairs and Fisheries","MARE",17,"Czech Republic","CZ",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23921,2010,3,"Maritime Affairs and Fisheries","MARE",18,"Estonia","EE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
23923,2010,3,"Maritime Affairs and Fisheries","MARE",18,"Estonia","EE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
23981,2010,3,"Maritime Affairs and Fisheries","MARE",21,"Lithuania","LT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
24041,2010,3,"Maritime Affairs and Fisheries","MARE",24,"Slovakia","SK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
24121,2011,1,"Competition","COMP",1,"Belgium","BE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",11
24123,2011,1,"Competition","COMP",1,"Belgium","BE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
24124,2011,1,"Competition","COMP",1,"Belgium","BE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",5
24125,2011,1,"Competition","COMP",1,"Belgium","BE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
24127,2011,1,"Competition","COMP",1,"Belgium","BE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
24131,2011,1,"Competition","COMP",1,"Belgium","BE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
24138,2011,1,"Competition","COMP",1,"Belgium","BE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
24141,2011,1,"Competition","COMP",2,"France","FR",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
24143,2011,1,"Competition","COMP",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",20
24144,2011,1,"Competition","COMP",2,"France","FR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
24145,2011,1,"Competition","COMP",2,"France","FR",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
24147,2011,1,"Competition","COMP",2,"France","FR",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24151,2011,1,"Competition","COMP",2,"France","FR",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
24161,2011,1,"Competition","COMP",3,"Germany","DE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",65
24162,2011,1,"Competition","COMP",3,"Germany","DE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",3
24163,2011,1,"Competition","COMP",3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",31
24164,2011,1,"Competition","COMP",3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",6
24166,2011,1,"Competition","COMP",3,"Germany","DE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
24167,2011,1,"Competition","COMP",3,"Germany","DE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
24171,2011,1,"Competition","COMP",3,"Germany","DE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
24173,2011,1,"Competition","COMP",3,"Germany","DE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
24175,2011,1,"Competition","COMP",3,"Germany","DE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
24181,2011,1,"Competition","COMP",4,"Italy","IT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",75
24182,2011,1,"Competition","COMP",4,"Italy","IT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
24183,2011,1,"Competition","COMP",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",26
24184,2011,1,"Competition","COMP",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",11
24185,2011,1,"Competition","COMP",4,"Italy","IT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
24187,2011,1,"Competition","COMP",4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
24189,2011,1,"Competition","COMP",4,"Italy","IT",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",1
24190,2011,1,"Competition","COMP",4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
24191,2011,1,"Competition","COMP",4,"Italy","IT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",4
24193,2011,1,"Competition","COMP",4,"Italy","IT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
24195,2011,1,"Competition","COMP",4,"Italy","IT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
24203,2011,1,"Competition","COMP",5,"Luxembourg","LU",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
24221,2011,1,"Competition","COMP",6,"Netherlands","NL",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",18
24222,2011,1,"Competition","COMP",6,"Netherlands","NL",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
24223,2011,1,"Competition","COMP",6,"Netherlands","NL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",14
24224,2011,1,"Competition","COMP",6,"Netherlands","NL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
24227,2011,1,"Competition","COMP",6,"Netherlands","NL",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24241,2011,1,"Competition","COMP",7,"Denmark","DK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",10
24242,2011,1,"Competition","COMP",7,"Denmark","DK",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
24243,2011,1,"Competition","COMP",7,"Denmark","DK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",15
24244,2011,1,"Competition","COMP",7,"Denmark","DK",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
24246,2011,1,"Competition","COMP",7,"Denmark","DK",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
24247,2011,1,"Competition","COMP",7,"Denmark","DK",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24261,2011,1,"Competition","COMP",8,"Ireland","IE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
24263,2011,1,"Competition","COMP",8,"Ireland","IE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",14
24267,2011,1,"Competition","COMP",8,"Ireland","IE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24281,2011,1,"Competition","COMP",9,"United Kingdom","UK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",32
24283,2011,1,"Competition","COMP",9,"United Kingdom","UK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",21
24284,2011,1,"Competition","COMP",9,"United Kingdom","UK",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
24287,2011,1,"Competition","COMP",9,"United Kingdom","UK",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24301,2011,1,"Competition","COMP",10,"Greece","EL",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",16
24302,2011,1,"Competition","COMP",10,"Greece","EL",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
24303,2011,1,"Competition","COMP",10,"Greece","EL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",18
24304,2011,1,"Competition","COMP",10,"Greece","EL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
24307,2011,1,"Competition","COMP",10,"Greece","EL",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24318,2011,1,"Competition","COMP",10,"Greece","EL",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
24321,2011,1,"Competition","COMP",11,"Portugal","PT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
24322,2011,1,"Competition","COMP",11,"Portugal","PT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
24323,2011,1,"Competition","COMP",11,"Portugal","PT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",7
24341,2011,1,"Competition","COMP",12,"Spain","ES",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",53
24343,2011,1,"Competition","COMP",12,"Spain","ES",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",29
24344,2011,1,"Competition","COMP",12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
24345,2011,1,"Competition","COMP",12,"Spain","ES",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
24350,2011,1,"Competition","COMP",12,"Spain","ES",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
24351,2011,1,"Competition","COMP",12,"Spain","ES",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
24361,2011,1,"Competition","COMP",13,"Austria","AT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",25
24362,2011,1,"Competition","COMP",13,"Austria","AT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
24363,2011,1,"Competition","COMP",13,"Austria","AT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",9
24365,2011,1,"Competition","COMP",13,"Austria","AT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
24367,2011,1,"Competition","COMP",13,"Austria","AT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24383,2011,1,"Competition","COMP",14,"Finland","FI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
24384,2011,1,"Competition","COMP",14,"Finland","FI",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
24391,2011,1,"Competition","COMP",14,"Finland","FI",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
24401,2011,1,"Competition","COMP",15,"Sweden","SE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",6
24402,2011,1,"Competition","COMP",15,"Sweden","SE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
24403,2011,1,"Competition","COMP",15,"Sweden","SE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
24404,2011,1,"Competition","COMP",15,"Sweden","SE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
24407,2011,1,"Competition","COMP",15,"Sweden","SE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24421,2011,1,"Competition","COMP",16,"Cyprus","CY",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
24423,2011,1,"Competition","COMP",16,"Cyprus","CY",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
24441,2011,1,"Competition","COMP",17,"Czech Republic","CZ",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",22
24443,2011,1,"Competition","COMP",17,"Czech Republic","CZ",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
24461,2011,1,"Competition","COMP",18,"Estonia","EE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",9
24463,2011,1,"Competition","COMP",18,"Estonia","EE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
24481,2011,1,"Competition","COMP",19,"Hungary","HU",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
24483,2011,1,"Competition","COMP",19,"Hungary","HU",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",15
24484,2011,1,"Competition","COMP",19,"Hungary","HU",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
24487,2011,1,"Competition","COMP",19,"Hungary","HU",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24501,2011,1,"Competition","COMP",20,"Latvia","LV",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",9
24502,2011,1,"Competition","COMP",20,"Latvia","LV",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
24503,2011,1,"Competition","COMP",20,"Latvia","LV",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
24521,2011,1,"Competition","COMP",21,"Lithuania","LT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
24523,2011,1,"Competition","COMP",21,"Lithuania","LT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",7
24541,2011,1,"Competition","COMP",22,"Malta","MT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
24544,2011,1,"Competition","COMP",22,"Malta","MT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
24547,2011,1,"Competition","COMP",22,"Malta","MT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
24548,2011,1,"Competition","COMP",22,"Malta","MT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
24551,2011,1,"Competition","COMP",22,"Malta","MT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
24561,2011,1,"Competition","COMP",23,"Poland","PL",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",19
24562,2011,1,"Competition","COMP",23,"Poland","PL",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
24563,2011,1,"Competition","COMP",23,"Poland","PL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",34
24581,2011,1,"Competition","COMP",24,"Slovakia","SK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
24583,2011,1,"Competition","COMP",24,"Slovakia","SK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
24584,2011,1,"Competition","COMP",24,"Slovakia","SK",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
24586,2011,1,"Competition","COMP",24,"Slovakia","SK",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
24591,2011,1,"Competition","COMP",24,"Slovakia","SK",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
24601,2011,1,"Competition","COMP",25,"Slovenia","SI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
24603,2011,1,"Competition","COMP",25,"Slovenia","SI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
24604,2011,1,"Competition","COMP",25,"Slovenia","SI",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
24606,2011,1,"Competition","COMP",25,"Slovenia","SI",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
24607,2011,1,"Competition","COMP",25,"Slovenia","SI",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
24613,2011,1,"Competition","COMP",25,"Slovenia","SI",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
24621,2011,1,"Competition","COMP",26,"Bulgaria","BG",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",10
24641,2011,1,"Competition","COMP",27,"Romania","RO",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
24643,2011,1,"Competition","COMP",27,"Romania","RO",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
24644,2011,1,"Competition","COMP",27,"Romania","RO",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",6
24647,2011,1,"Competition","COMP",27,"Romania","RO",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
24651,2011,1,"Competition","COMP",27,"Romania","RO",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
24661,2011,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",24
24663,2011,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
24681,2011,2,"Agriculture and Rural Development","AGRI",2,"France","FR",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",12
24683,2011,2,"Agriculture and Rural Development","AGRI",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
24701,2011,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",21
24703,2011,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",17
24721,2011,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",26
24722,2011,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
24723,2011,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",19
24724,2011,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
24731,2011,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
