"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","case_type_ID","case_type","decision_type_ID","decision_type","count_decisions"
16083,1995,2,"Agriculture and Rural Development","AGRI",2,"France","FR",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
16144,1995,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
16153,1995,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
16158,1995,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
16203,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
16204,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
16206,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
16207,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
16210,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
16218,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
17701,1995,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
17718,1995,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
17884,1996,1,"Competition","COMP",2,"France","FR",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
17886,1996,1,"Competition","COMP",2,"France","FR",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
17903,1996,1,"Competition","COMP",2,"France","FR",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
17904,1996,1,"Competition","COMP",2,"France","FR",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
17905,1996,1,"Competition","COMP",2,"France","FR",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
17907,1996,1,"Competition","COMP",2,"France","FR",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
17911,1996,1,"Competition","COMP",2,"France","FR",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
17915,1996,1,"Competition","COMP",2,"France","FR",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
17924,1996,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
17927,1996,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
17928,1996,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",2
17931,1996,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
17939,1996,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
17944,1996,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
17947,1996,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
17951,1996,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
17984,1996,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
17991,1996,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
18003,1996,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
18004,1996,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
18007,1996,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
18008,1996,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
18063,1996,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
18122,1996,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
18183,1996,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
18411,1996,1,"Competition","COMP",10,"Greece","EL",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
18663,1996,1,"Competition","COMP",15,"Sweden","SE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
18903,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
18904,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",6
18907,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
18910,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",4
18913,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
18915,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
18918,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
19384,1996,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
19385,1996,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
19390,1996,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
19444,1996,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
19450,1996,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
19804,1996,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
19806,1996,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
20583,1997,1,"Competition","COMP",2,"France","FR",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
20584,1997,1,"Competition","COMP",2,"France","FR",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
20588,1997,1,"Competition","COMP",2,"France","FR",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
20624,1997,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
20625,1997,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
20627,1997,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
20631,1997,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
20635,1997,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
20639,1997,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
20644,1997,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
20647,1997,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
20651,1997,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
20682,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
20683,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
20684,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",16
20685,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",4
20686,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
20687,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",11
20690,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
20691,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",6
20695,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
20699,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",2
20703,1997,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
20704,1997,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
20707,1997,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
20711,1997,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
20715,1997,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
20719,1997,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
20724,1997,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
20725,1997,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
20730,1997,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
20735,1997,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
20743,1997,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
20824,1997,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
20826,1997,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
20943,1997,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
21063,1997,1,"Competition","COMP",10,"Greece","EL",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
21083,1997,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
21123,1997,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
21124,1997,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
21127,1997,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
21130,1997,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
21139,1997,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
21183,1997,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
21202,1997,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
21204,1997,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
21207,1997,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
21210,1997,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
21211,1997,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
21224,1997,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
21225,1997,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
21231,1997,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
21235,1997,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
21239,1997,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
21363,1997,1,"Competition","COMP",15,"Sweden","SE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
21543,1997,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
21601,1997,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
21603,1997,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
21724,1997,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
21730,1997,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
21738,1997,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
21964,1997,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
21966,1997,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
21970,1997,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
22084,1997,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
22087,1997,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
22144,1997,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
22150,1997,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
